Review,food_rating,service_rating,atmosphere_rating,Review_clean,Review_en,sentiment
"Excellent Japanese restaurant.Came here cos I wanted to charge my car while we had lunch.Had a large family to feed with 3 kids and 5 adults. All in costed RM295. We didn't order sashimi though so that kept the cost down.The edamame was one of the freshest I've had in Singapore and Malaysia.Ordered sushi, tamago, sukiyaki, tempura...all were great.Dessert was very great too. Had moochi and this ice cream redbean pancake.Highly recommended!Food: 5/5  |  Service: 4/5  |  Atmosphere: 5/5",5.0,4.0,5.0,"Excellent Japanese restaurant.Came here cos I wanted to charge my car while we had lunch.Had a large family to feed with 3 kids and 5 adults. All in costed RM295. We didn't order sashimi though so that kept the cost down.The edamame was one of the freshest I've had in Singapore and Malaysia.Ordered sushi, tamago, sukiyaki, tempura...all were great.Dessert was very great too. Had moochi and this ice cream redbean pancake.Highly recommended!","Excellent Japanese restaurant.Came here because I wanted to charge my car while we had lunch.I had a large family to feed with 3 kids and 5 adults.All in all cost RM295.We didn't order sashimi though so that kept the cost down.The edamame was one of the freshest I've had in Singapore and Malaysia.Ordered sushi, tamago, sukiyaki, tempura...all were great.Dessert was very great too. Had moochi and this ice cream red bean pancake.Highly recommended!",positive
"This is my first time this restaurant. The food is fast service, but the rice I'm not happy about it. The sushi rice was over sour, and this taste was not a sushi. The sushi It falls apart when you pick it up... The meals in the set menu, the salmon fish don, are not enough shots, and the rice is also fair, too dry... The food is not worth the price... ashameFood: 2/5  |  Service: 3/5  |  Atmosphere: 2/5Noise levelModerate noiseGroup size2 peopleWait timeNo waitSeating typeIndoor dining area, Bar areaParking spacePlenty of parkingParking optionsPaid street parking",2.0,3.0,2.0,"This is my first time this restaurant. The food is fast service, but the rice I'm not happy about it. The sushi rice was over sour, and this taste was not a sushi. The sushi It falls apart when you pick it up... The meals in the set menu, the salmon fish don, are not enough shots, and the rice is also fair, too dry... The food is not worth the price... ashame Noise levelModerate noiseGroup size2 peopleWait timeNo waitSeating typeIndoor dining area, Bar areaParking spacePlenty of parkingParking optionsPaid street parking","This is my first time in this restaurant. The food is fast service, but the rice I am not happy about it. The sushi rice was over sour, and this taste was not a sushi. The sushi It falls apart when you pick it up... The meals in the set menu, the salmon fish don, are not enough shots, and the rice is also fair, too dry... The food is not worth the price... shame Noise levelModerate noiseGroup size2 peopleWait timeNo waitSeating typeIndoor dining area, Bar areaParking spaceLots of parking optionsPaid street parking",negative
Food: 4/5  |  Service: 4/5  |  Atmosphere: 4/5Parking spacePlenty of parkingParking optionsFree of charge parking lot,4.0,4.0,4.0,Parking spacePlenty of parkingParking optionsFree of charge parking lot,Parking spaceLots of parking Parking optionsFree parking lot,positive
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,,This is not the case.,positive
"The sushi and sashimi are super fresh, the Gyu Kara Ramen is full of flavor, and the Chashu Curry Yakimeshi is a must try! Cozy vibes, friendly staff, and top-notch quality – everything here feels premium. If you’re craving Japanese food in Melaka, this is the spot. Confirm will come back! 🍣🍜👏Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5",5.0,5.0,5.0,"The sushi and sashimi are super fresh, the Gyu Kara Ramen is full of flavor, and the Chashu Curry Yakimeshi is a must try! Cozy vibes, friendly staff, and top-notch quality – everything here feels premium. If you’re craving Japanese food in Melaka, this is the spot. Confirm will come back! 🍣🍜👏","The sushi and sashimi are super fresh, the Gyu Kara Ramen is full of flavor, and the Chashu Curry Yakimeshi is a must try! Cozy vibes, friendly staff, and top-notch quality  everything here feels premium. If you are craving Japanese food in Melaka, this is the place.",positive
"The food here is incredibly fresh and absolutely delicious, perfectly matching my taste. The service is excellent, with staff being attentive and friendly. The restaurant is also very clean and well-maintained, creating a pleasant dining environment. It’s an amazing experience overall, and I’ll definitely be coming back again. Highly recommend!Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5",5.0,5.0,5.0,"The food here is incredibly fresh and absolutely delicious, perfectly matching my taste. The service is excellent, with staff being attentive and friendly. The restaurant is also very clean and well-maintained, creating a pleasant dining environment. It’s an amazing experience overall, and I’ll definitely be coming back again. Highly recommend!","The food here is incredibly fresh and absolutely delicious, perfectly matching my taste. The service is excellent, with staff being attentive and friendly. The restaurant is also very clean and well maintained, creating a pleasant dining environment. It's an amazing experience overall, and I'll definitely be coming back. Highly recommend!",positive
"Went for lunch on 18nov around 1pm.We were the only customer.Food: could have been better. All small portion. What's the point as customer will just continue to order more. Do consider serving appropriate portion so less job for Ur kitchen and servers.Environment: nicely decoratedService: here is where it gets interesting. There were about 5-6 staff but they're more interested in chatting and playing with their phones. Food ordered not even delivered to us. Ended up need to leave after awhile of wait. When walking out, saw the food ready at the kitchen but the staffs just busy with their phones. Again, me and my wife were the ONLY customer at that time. LOL.Food: 3/5  |  Service: 1/5  |  Atmosphere: 4/5",3.0,1.0,4.0,"Went for lunch on 18nov around 1pm.We were the only customer.Food: could have been better. All small portion. What's the point as customer will just continue to order more. Do consider serving appropriate portion so less job for Ur kitchen and servers.Environment: nicely decoratedService: here is where it gets interesting. There were about 5-6 staff but they're more interested in chatting and playing with their phones. Food ordered not even delivered to us. Ended up need to leave after awhile of wait. When walking out, saw the food ready at the kitchen but the staffs just busy with their phones. Again, me and my wife were the ONLY customer at that time. LOL.","We were the only customer. Food: could have been better. All small portion. What's the point as customer will just keep ordering more. Consider serving the appropriate portion so less work for Ur kitchen and servers. Environment: nicely decoratedService: here is where it gets interesting. There were about 5-6 staff but they are more interested in chatting and playing with their phones. Food ordered not even delivered to us. Ended up needing to leave after a while of waiting. When walking out, saw the food in the kitchen but the staff just busy with their phones. Again, my wife and I were the ONLY customer at that time. LOL.",negative
Food Was really deliciousFood: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,Food Was really delicious,The food was really delicious.,positive
"The one of the famous Japanese restaurant listed, every dish provides with a quality standard for you to enjoy the real sushi served on your table. Besides, the staffs and waiters are helpful and friendly.Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5",5.0,5.0,5.0,"The one of the famous Japanese restaurant listed, every dish provides with a quality standard for you to enjoy the real sushi served on your table. Besides, the staffs and waiters are helpful and friendly.","In one of the famous Japanese restaurants listed, each dish provides a quality standard for you to enjoy the real sushi served on your table.",positive
Very good Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,Very good,Very good,positive
"Good food, fresh-made to order.  Spacious seating, nice atmosphere.Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5",5.0,5.0,5.0,"Good food, fresh-made to order. Spacious seating, nice atmosphere.","Good food, fresh to order, spacious seating, nice atmosphere.",positive
"Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Recommended dishesAge Gyouza Curry Cheese, Buta Bara Konabe Tonkotsu Paste, Seafood Fried Rice",5.0,5.0,5.0,"Recommended dishesAge Gyouza Curry Cheese, Buta Bara Konabe Tonkotsu Paste, Seafood Fried Rice","Recommended dishesAge Gyouza Curry Cheese, Buta Bara Konabe Tonkotsu Paste, Seafood Fried Rice",positive
"Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Recommended dishesAssorted Sushi and Maki, Truffle Shirataki",5.0,5.0,5.0,"Recommended dishesAssorted Sushi and Maki, Truffle Shirataki","Recommended dishesSorted Sushi and Maki, Truffle Shirataki",positive
和家人来吃了一次丰盛的午餐。非常喜欢这边的食物-新鲜价格也实惠。 …More,,,,和家人来吃了一次丰盛的午餐。非常喜欢这边的食物-新鲜价格也实惠。,I love the food here - fresh prices are also affordable.,positive
Really like here ramen & udon .Will come back againFood: 4/5  |  Service: 5/5  |  Atmosphere: 5/5,4.0,5.0,5.0,Really like here ramen & udon .Will come back again,Really like ramen & udon . Will come back again .,positive
Environment niceDo bring sweater (just in case)Food is greatFood: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Recommended dishesSeafood Fried Rice,5.0,5.0,5.0,Environment niceDo bring sweater (just in case)Food is great Recommended dishesSeafood Fried Rice,Environment niceDo bring sweater (just in case) Food is great Recommended dishes Seafood Fried Rice,positive
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,,This is not the case.,positive
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,,This is not the case.,positive
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,,This is not the case.,positive
"Salmon Sashimi very nice, fresh and thick. Salmon Mentai Yaki, salmon mix with Mayonnaise surprisingly is good. Chicken Nanban To Yasai Tempura No Pirikara Mayo, tempura and chicken, the chicken is tender and juicy, very nice. Staff very friendly, will keep on come to check whether need to refill green tea and will introduce every food when served. Will definitely come back againFood: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Recommended dishesParking spacePlenty of parkingParking optionsFree of charge parking lot, Free of charge street parking",5.0,5.0,5.0,"Salmon Sashimi very nice, fresh and thick. Salmon Mentai Yaki, salmon mix with Mayonnaise surprisingly is good. Chicken Nanban To Yasai Tempura No Pirikara Mayo, tempura and chicken, the chicken is tender and juicy, very nice. Staff very friendly, will keep on come to check whether need to refill green tea and will introduce every food when served. Will definitely come back again Recommended dishesParking spacePlenty of parkingParking optionsFree of charge parking lot, Free of charge street parking","Salmon Sashimi very nice, fresh and thick. Salmon Mentai Yaki, salmon mixture with mayonnaise surprisingly good. Chicken Nanban To Yasai Tempura No Pirikara Mayo, tempura and chicken, the chicken is tender and juicy, very nice. Staff very friendly, will keep on coming to check if need to refill green tea and will introduce every food when served. Will definitely come back Recommended dishesParking spaceLots of parking optionsFree of charge parking lot, Free of charge street parking",positive
"Food: 5/5  |  Service: 4/5  |  Atmosphere: 4/5Recommended dishesSalmon Sushi Mori To, Age Gyouza Curry Cheese, Assorted Sushi and Maki",5.0,4.0,4.0,"Recommended dishesSalmon Sushi Mori To, Age Gyouza Curry Cheese, Assorted Sushi and Maki","Recommended dishesSalmon Sushi Mori To, Age Gyouza Curry Cheese, Assorted Sushi and Maki",positive
Good food and service! Their salmon and all food very fresh & delicious. Beer still got half price! Will come to visit again👍Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,Good food and service! Their salmon and all food very fresh & delicious. Beer still got half price! Will come to visit again👍,Good food and service! Their salmon and all food very fresh & delicious. Beer still got half price! Will come to visit again👍,positive
Food: 5/5  |  Service: 5/5  |  Atmosphere: 4/5,5.0,5.0,4.0,,This is not the case.,positive
Food: 4/5  |  Service: 5/5  |  Atmosphere: 5/5Recommended dishesSalmon Sushi Mori To,4.0,5.0,5.0,Recommended dishesSalmon Sushi Mori To,Recommended dishesSalmon Sushi Mori To,positive
The ingredients were fresh and the food presentation also up to the point. The only thing was the price was a little bit high compared to others.Food: 4/5  |  Service: 5/5  |  Atmosphere: 4/5,4.0,5.0,4.0,The ingredients were fresh and the food presentation also up to the point. The only thing was the price was a little bit high compared to others.,The ingredients were fresh and the food presentation also up to the point. The only thing was the price was a little high compared to others.,positive
好好吃，性价比高，服务也很好 ❤️菜单选择也多 ✨ …More,,,,好好吃，性价比高，服务也很好 ❤️菜单选择也多 ✨,"The food is delicious, the price is high, the service is good ❤️ There are many menu options.✨",positive
在马六甲，这家日本餐厅绝对是数一数二的美食天堂。不仅菜品美味，还可以通过成为会员来累积积分，兑换美食和甜点。Order type: …More,,,,在马六甲，这家日本餐厅绝对是数一数二的美食天堂。不仅菜品美味，还可以通过成为会员来累积积分，兑换美食和甜点。Order type:,"In Malayalam, this Japanese restaurant is definitely the number one and number two dining paradise. Not only are the dishes delicious, but you can also accumulate points by becoming a member, exchange meals and desserts. Order type:",positive
"The price is on the higher side, but given the excellent service, food quality, and atmosphere, it was overall a pleasant dining experience.I particularly enjoyed the spacious dining area and the efficient food serving time. 😊",,,,"The price is on the higher side, but given the excellent service, food quality, and atmosphere, it was overall a pleasant dining experience.I particularly enjoyed the spacious dining area and the efficient food serving time. 😊","The price is on the higher side, but given the excellent service, food quality, and atmosphere, it was overall a pleasant dining experience. I particularly enjoyed the spacious dining area and the efficient food serving time. 😊",positive
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Parking spacePlenty of parkingParking optionsPaid parking lot,5.0,5.0,5.0,Parking spacePlenty of parkingParking optionsPaid parking lot,Parking spaceLots of parkingParking optionsPaid parking lot,positive
Credit to Ms.Doris who always delightful to assist us with a bright smile. She's definitely a gem of your branch🌷Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,Credit to Ms.Doris who always delightful to assist us with a bright smile. She's definitely a gem of your branch🌷,Credit to Ms. Doris who is always delighted to assist us with a bright smile.,positive
Brought my family and one American friend. They enjoyed it very much. Authentic taste here.Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,Brought my family and one American friend. They enjoyed it very much. Authentic taste here.,"I brought my family and an American friend, they really enjoyed it.",positive
"My 1st dining experience at Ichi Zen Japanese Restaurant ...place is chic and cozy...have the Zen feel upon entering the restaurant. We ordered Grilled Salmon in Creamy Sauce Pasta which was delicious. Then ordered Soba Ramen with Shoyu broth with Tempura Moriawase...portion was big and jumbo shrimps were so fresh and succulent. Also ordered Grilled YakiTori which was tasty...texture of the grilled chicken thigh meats was a ""Thumbs-Up"" compared to other restaurants we tasted. Lastly we had Agedashi Tofu...yummy. we'll sure dine at Ichi Zen Japanese Restaurant to try other delicious dishes they have to serve.Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Recommended dishesAnago Tempura",5.0,5.0,5.0,"My 1st dining experience at Ichi Zen Japanese Restaurant ...place is chic and cozy...have the Zen feel upon entering the restaurant. We ordered Grilled Salmon in Creamy Sauce Pasta which was delicious. Then ordered Soba Ramen with Shoyu broth with Tempura Moriawase...portion was big and jumbo shrimps were so fresh and succulent. Also ordered Grilled YakiTori which was tasty...texture of the grilled chicken thigh meats was a ""Thumbs-Up"" compared to other restaurants we tasted. Lastly we had Agedashi Tofu...yummy. we'll sure dine at Ichi Zen Japanese Restaurant to try other delicious dishes they have to serve. Recommended dishesAnago Tempura","My first dining experience at Ichi Zen Japanese Restaurant...place is chic and cozy...have the Zen feel upon entering the restaurant. We ordered Grilled Salmon in Creamy Sauce Pasta which was delicious. Then ordered Soba Ramen with Shoyu broth with Tempura Moriawase...portion was big and jumbo shrimps were so fresh and succulent. Also ordered Grilled YakiTori which was tasty...texture of the grilled chicken thigh meats was a ""Thumbs-Up"" compared to other restaurants we tasted. Lastly we had Aged Zenashi Tofu...yummy. we will definitely dine at the Japanese Restaurant to try other delicious dishes they have to serve Anago Ichi Tempura.",positive
"I think most Malaysian don't know what Japanese food is. Probably because most of them have never get the chance to experience the real thing. The food here is not nice at all, sobered down and not value for money.Food: 1/5  |  Service: 1/5  |  Atmosphere: 3/5",1.0,1.0,3.0,"I think most Malaysian don't know what Japanese food is. Probably because most of them have never get the chance to experience the real thing. The food here is not nice at all, sobered down and not value for money.","I think most Malaysians don't know what Japanese food is probably because most of them have never had the chance to experience the real thing the food here is not nice at all, sober down and not value for money.",negative
刺身新鮮，壽司飯好吃，可說是馬六甲最棒的哦👍Food: …More,,,,刺身新鮮，壽司飯好吃，可說是馬六甲最棒的哦👍Food:,"Freshly embroidered, sushi is delicious, and it's arguably the best sauce on horseback 👍Food:",positive
The food is niceFood: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,The food is nice,The food is nice.,positive
"Dropped by with my parents to Ichi Zen Restaurant after church today to get a Japanese food fix. It was quite serene inside the restaurant, and very clean.We ordered 3 main dishes, with 4 pieces of sushi.1. Gyokai Yakimeshi - Seafood fried rice, it was really good. It has a sufficient amount of seafood pieces like scallops and prawns to compliment the rice. The serving is just nice for 1 person and costed RM14.2. Tori Momo Esunikku yaki Curry Rice - Rice served with a ladle full of curry with chunks of vegetables, slices of roasted marinated chicken, and a bowl of miso soup. It was a large amount, maybe sufficient for 2 people, it tasted as it should, silky smooth curry gravy which wasn't spicy and a little sweet, and the chicken pieces were juicy. It costed RM29, quite pricey in my opinion.3. Una Salmon Volcano Don - I think this was one of their speciality, because it was delicious. Sushi rice with cucumber, egg and pickled radish I think in the centre, then topped off with slices of salmon belly and unagi (eel), and a half cooked egg which just binds the whole dish together. It had a few pops that looked like salmon roe, but it had a soy sauce taste in it. Some chemistry action there. Quite pricey this one but worth it - RM35.4. Four random sushi pieces - Salmon Yuzu Aburi Sushi (RM4), Hana Ebiko Sushi (RM8), Inari Chuka Idako Sushi (RM5), and California Salmon Belly Sushi (RM6). We enjoyed all of them with a good amount of wasabi.We had hot green tea which was bottomless, to compliment all the dishes.Overall, we enjoyed our experience there, and surely will visit again soon.Food: 5/5  |  Service: 4/5  |  Atmosphere: 5/5Kid-friendlinessI saw a family that requested a baby seat and plate, and they had it.",5.0,4.0,5.0,"Dropped by with my parents to Ichi Zen Restaurant after church today to get a Japanese food fix. It was quite serene inside the restaurant, and very clean.We ordered 3 main dishes, with 4 pieces of sushi.1. Gyokai Yakimeshi - Seafood fried rice, it was really good. It has a sufficient amount of seafood pieces like scallops and prawns to compliment the rice. The serving is just nice for 1 person and costed RM14.2. Tori Momo Esunikku yaki Curry Rice - Rice served with a ladle full of curry with chunks of vegetables, slices of roasted marinated chicken, and a bowl of miso soup. It was a large amount, maybe sufficient for 2 people, it tasted as it should, silky smooth curry gravy which wasn't spicy and a little sweet, and the chicken pieces were juicy. It costed RM29, quite pricey in my opinion.3. Una Salmon Volcano Don - I think this was one of their speciality, because it was delicious. Sushi rice with cucumber, egg and pickled radish I think in the centre, then topped off with slices of salmon belly and unagi (eel), and a half cooked egg which just binds the whole dish together. It had a few pops that looked like salmon roe, but it had a soy sauce taste in it. Some chemistry action there. Quite pricey this one but worth it - RM35.4. Four random sushi pieces - Salmon Yuzu Aburi Sushi (RM4), Hana Ebiko Sushi (RM8), Inari Chuka Idako Sushi (RM5), and California Salmon Belly Sushi (RM6). We enjoyed all of them with a good amount of wasabi.We had hot green tea which was bottomless, to compliment all the dishes.Overall, we enjoyed our experience there, and surely will visit again soon. Kid-friendlinessI saw a family that requested a baby seat and plate, and they had it.","Gyokai Yakimeshi - Seafood fried rice, it was really good. It has a sufficient amount of seafood pieces like scallops and shrimps to compliment the rice. The serving is just nice for 1 person and cost RM14. Tori Momo Esunikku yaki Curry Rice - Rice served with a ladle full of curry with chunks of vegetables, slices of roasted chicken, and a bowl of miso soup. It was a large amount, perhaps enough for 2 people, it tasted as it should, silky smoothry sauce which was not spicy and a little sweet dish. Some pieces of curry chicken were just priced RM2 and cost RM4.",positive
Excellent services by Mr.Jamson who always putting extra effort on assisting us.Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,Excellent services by Mr.Jamson who always putting extra effort on assisting us.,Excellent services by Mr. Jamson who always puts extra effort on assisting us.,positive
那天假期来马六甲走走来 吃这家日本料理食物真的都好好吃 而且环境很好很不错的一次用餐体验 …More,,,,那天假期来马六甲走走来 吃这家日本料理食物真的都好好吃 而且环境很好很不错的一次用餐体验,"It was a great day to go on vacation and eat this Japanese food, and it was a great experience.",positive
I found a fish cartilage in my takoyaki and I had to go to Klinik to remove it as it got stuck in my throatFood: 3/5  |  Service: 4/5  |  Atmosphere: 5/5,3.0,4.0,5.0,I found a fish cartilage in my takoyaki and I had to go to Klinik to remove it as it got stuck in my throat,I found a fish cartilage in my takoyaki and I had to go to Klinik to remove it as it got stuck in my throat,negative
"Overall satisfied with the dining experience.We are a big group of 15 pax, manage to secure a good seating arrangement via phone reservation. There are more choices because of non halal. Taste and quality …More",,,,"Overall satisfied with the dining experience.We are a big group of 15 pax, manage to secure a good seating arrangement via phone reservation. There are more choices because of non halal. Taste and quality","Overall satisfied with the dining experience.We are a large group of 15 pax, manage to secure a good seating arrangement via phone reservation. There are more choices because of non-halal. Taste and quality",positive
服务很好，食物很美味，希望继续保持🩷Order type: …More,,,,服务很好，食物很美味，希望继续保持🩷Order type:,"The service is good, the food is delicious, and we hope to continue to cook Order type:",positive
"Walked in at 11 am on a Monday without a reservation and was warmly ushered to a table with four seats. As a solo diner, I appreciated not being shunted to a counter seat for once. Service was efficient, courteous and attentive. The sashimi was very fresh and tasty and excellently presented. This was my most satisfying meal in Melaka and I look forward to an encore visit.Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5",5.0,5.0,5.0,"Walked in at 11 am on a Monday without a reservation and was warmly ushered to a table with four seats. As a solo diner, I appreciated not being shunted to a counter seat for once. Service was efficient, courteous and attentive. The sashimi was very fresh and tasty and excellently presented. This was my most satisfying meal in Melaka and I look forward to an encore visit.","I walked in at 11 am on a Monday without a reservation and was warmly introduced to a table with four seats. As a solo diner, I appreciated not being shunted to a counter seat for once. Service was efficient, courteous and attentive. The sashimi was very fresh and tasty and excellently presented. This was my most satisfying meal in Melaka and I look forward to a encore visit.",positive
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,,This is not the case.,positive
"Environment is clean and comfortable, food is tastyFood: 5/5  |  Service: 5/5  |  Atmosphere: 5/5",5.0,5.0,5.0,"Environment is clean and comfortable, food is tasty","The environment is clean and comfortable, the food is tasty",positive
好吃Food: …More,,,,好吃Food:,Good food,positive
A decent Japanese restaurant with the usual favourites available. A large selection of Sake is also available.Food: 4/5  |  Service: 4/5  |  Atmosphere: 4/5,4.0,4.0,4.0,A decent Japanese restaurant with the usual favourites available. A large selection of Sake is also available.,A decent Japanese restaurant with the usual favorites available.,positive
お店は活気があっていい感じ。料理は値段のワリには普通で割高に感じてしまう。サーモン刺身はもっと美味しくて安いお店がマラッカにはたくさんある。 …More,,,,お店は活気があっていい感じ。料理は値段のワリには普通で割高に感じてしまう。サーモン刺身はもっと美味しくて安いお店がマラッカにはたくさんある。,"The restaurant is very lively. The cuisine is usually more expensive than the cost of the food. The sausage is tastier and cheaper in Malacca, where there are many shops.",positive
"Melaka has wazen, ichizen and senjutei, which are the holy trinity of japanese restaurants. These types of japanese restaurant you should know what you will be paying. So price aside, i think they have their 'specialty' food which has the truffle sauce thing. You can try it in the sushi/alacartes/noodle. I would highly recommend to try some of that and others are all on standard. Disappointing food for me is the katsu mentai don iirc, not good. The serving time is relatively fast so a big plus for me. Use public bank card got discount. Recommend to try this place at least once or twice.Food: 4/5  |  Service: 5/5  |  Atmosphere: 4/5",4.0,5.0,4.0,"Melaka has wazen, ichizen and senjutei, which are the holy trinity of japanese restaurants. These types of japanese restaurant you should know what you will be paying. So price aside, i think they have their 'specialty' food which has the truffle sauce thing. You can try it in the sushi/alacartes/noodle. I would highly recommend to try some of that and others are all on standard. Disappointing food for me is the katsu mentai don iirc, not good. The serving time is relatively fast so a big plus for me. Use public bank card got discount. Recommend to try this place at least once or twice.","Melaka has wazen, ichizen and senjutei, which are the holy trinity of Japanese restaurants. These types of Japanese restaurants you should know what you will be paying. So price aside, I think they have their 'special' food which has the truffle sauce thing. You can try it in the sushi/alacartes/noodle. I would highly recommend to try some of that and others are all on standard. Disappointing food for me is the katsu mentai don iirc, not good. The serving time is relatively fast so a big plus for me. Use public bank card got discount. I recommend to try this place at least once or twice.",positive
Food is good and waiters are attentive and helpful 👍Food: 4/5  |  Service: 4/5  |  Atmosphere: 4/5,4.0,4.0,4.0,Food is good and waiters are attentive and helpful 👍,Food is good and waiters are attentive and helpful 👍,positive
J'ai adoré très bonne nourriture belle présentation serveur sympathiqueFood: …More,,,,J'ai adoré très bonne nourriture belle présentation serveur sympathiqueFood:,I loved very good food nice presentation nice server food:,positive
服务好，食物都好吃😍Meal type: …More,,,,服务好，食物都好吃😍Meal type:,"It's good to serve, food is good to eat  Meal type:",positive
"Food and price are not compatible to each other. Pricey compared to other Japanese restaurants in Malacca,but for this premium price, we would expect it to be better than the other restaurant. But to our disappointment, the food is below expectation.The best service in the restaurant goes to the person who served tea.  Gently and humbly served frequently according to need.Food: 1/5  |  Service: 2/5  |  Atmosphere: 3/5",1.0,2.0,3.0,"Food and price are not compatible to each other. Pricey compared to other Japanese restaurants in Malacca,but for this premium price, we would expect it to be better than the other restaurant. But to our disappointment, the food is below expectation.The best service in the restaurant goes to the person who served tea. Gently and humbly served frequently according to need.","Food and price are not compatible with each other.Pricey in comparison to other Japanese restaurants in Malacca,but for this premium price, we would expect it to be better than the other restaurant.But to our disappointment, the food is below expectation.The best service in the restaurant goes to the person who served tea.Gently and humbly served frequently according to need.",negative
Food: 4/5  |  Service: 5/5  |  Atmosphere: 4/5,4.0,5.0,4.0,,This is not the case.,positive
"Sashimi was fresh and was thick cut. The ramen (pork) broth was thick, noodles did not have alkaline taste. Green tea was topped up often without need to constantly request. Service depended on your server. I felt our server was okay, but there were others that appeared unbothered.Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Kid-friendlinessMy kid decided he did not want a pink bowl. Server was so kind to change it to a blue bowl for him. They were also careful to caution us on hot food so the kids don't hurt themselves.",5.0,5.0,5.0,"Sashimi was fresh and was thick cut. The ramen (pork) broth was thick, noodles did not have alkaline taste. Green tea was topped up often without need to constantly request. Service depended on your server. I felt our server was okay, but there were others that appeared unbothered. Kid-friendlinessMy kid decided he did not want a pink bowl. Server was so kind to change it to a blue bowl for him. They were also careful to caution us on hot food so the kids don't hurt themselves.","Sashimi was fresh and thick cut. The ramen (pork) broth was thick, noodles didn't have alkaline taste. Green tea was topped up often without constantly requesting. Service depended on your server. I felt our server was okay, but there were others that seemed uninterrupted. Kid-friendlinessMy kid decided he didn't want a pink bowl. Server was so kind to change it to a blue bowl for him. They were also careful to warn us about hot food so the kids wouldn't hurt themselves.",positive
Food: 4/5  |  Service: 5/5  |  Atmosphere: 4/5,4.0,5.0,4.0,,This is not the case.,positive
"Good quality and fresh japanese food unlike what you find inside shopping mall. Their portion is definitely worth it. Lastly, the waiters are very professional with good manner. Well done!Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Recommended dishesDragon Roll, Assorted Sushi and Maki, Salmon Rice BowlParking spacePlenty of parkingParkingSufficient parking lots on weekdaysKid-friendlinessSpacious",5.0,5.0,5.0,"Good quality and fresh japanese food unlike what you find inside shopping mall. Their portion is definitely worth it. Lastly, the waiters are very professional with good manner. Well done! Recommended dishesDragon Roll, Assorted Sushi and Maki, Salmon Rice BowlParking spacePlenty of parkingParkingSufficient parking lots on weekdaysKid-friendlinessSpacious","Good quality and fresh Japanese food unlike what you find inside a shopping mall. Their portion is definitely worth it. Finally, the waiters are very professional with good manners. Well done! Recommended dishesDragon Roll, Assorted Sushi and Maki, Salmon Rice BowlParking spaceLots of parkingParkingSufficient parking lots on weekdaysKid-friendlinessSpacious",positive
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,,This is not the case.,positive
这是我会推荐的马六甲其中一家日本餐厅。食物美味，价格适中，环境和服务也都不错，而且地点位置容易找到。Order type: …More,,,,这是我会推荐的马六甲其中一家日本餐厅。食物美味，价格适中，环境和服务也都不错，而且地点位置容易找到。Order type:,"This is one of the Japanese restaurants I would recommend in Malayalam. The food is delicious, the price is reasonable, the environment and service are good, and the location is easy to find. Order type:",positive
Next time must invite those who can drink sake.Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,Next time must invite those who can drink sake.,Next time invite those who can drink sake.,positive
