Review,food_rating,service_rating,atmosphere_rating,Review_clean,Review_en,sentiment
One of the best Japanese restaurants in the city of Melaka. There are wide selection of food from raw to cooked food.The restaurant is always crowded especially during the weekends and public holidays. Therefore l would strongly recommend that you make reservations before you come.The service is good and pretty fast. And most importantly the food is fresh and tasty.Public bank debit/credit card holders will get 10% on total bill.Recommended dishesDragon RollParking spacePlenty of parkingParking optionsFree of charge parking lotParkingThere are ample parking lots outside the restaurant.,,,,One of the best Japanese restaurants in the city of Melaka. There are wide selection of food from raw to cooked food.The restaurant is always crowded especially during the weekends and public holidays. Therefore l would strongly recommend that you make reservations before you come.The service is good and pretty fast. And most importantly the food is fresh and tasty.Public bank debit/credit card holders will get 10% on total bill.Recommended dishesDragon RollParking spacePlenty of parkingParking optionsFree of charge parking lotParkingThere are ample parking lots outside the restaurant.,One of the best Japanese restaurants in the city of Melaka. There is a wide selection of food from raw to cooked food.The restaurant is always crowded especially during the weekends and public holidays. Therefore I would strongly recommend that you make reservations before you come.The service is good and pretty fast. And most importantly the food is fresh and tasty.Public bank debit/credit card holders will get 10% on the total bill.Recommended dishesDragon RollParking spaceLots of parking optionsFree of charge parking lotParking lotsThere are plenty of parking lots outside the restaurant.,positive
"Located in the gentrified enclave of Melaka, this place is quintessential  good Japanese food. With the impeccable freshness of the sashimi, heartwarming nabemono, and quaint Japanese fried, the copious options available is surprising. Unfortunately, I couldn't post more photos. The picture-taking simply can't keep up with eating.Food: 3/5  |  Service: 4/5  |  Atmosphere: 4/5",3.0,4.0,4.0,"Located in the gentrified enclave of Melaka, this place is quintessential good Japanese food. With the impeccable freshness of the sashimi, heartwarming nabemono, and quaint Japanese fried, the copious options available is surprising. Unfortunately, I couldn't post more photos. The picture-taking simply can't keep up with eating.","Located in the gentrified enclave of Melaka, this place is quintessential good Japanese food. With the impeccable freshness of the sashimi, heartwarming nabemono, and quaint Japanese fried, the abundant options available are surprising. Unfortunately, I couldn't post more photos.",positive
Food was good and value for moneyFood: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Recommended dishesSalmon Sushi Mori To,5.0,5.0,5.0,Food was good and value for money Recommended dishesSalmon Sushi Mori To,Food was good and value for money Recommended dishesSalmon Sushi Mori To,positive
丼饭的三文鱼切到很薄很不值得茶碗蒸不好吃 里面也没有白果 …More,,,,丼饭的三文鱼切到很薄很不值得茶碗蒸不好吃 里面也没有白果,"Cooked salmon is cut to thin, not worth a cup of tea, not good to eat, not even white fruit.",negative
Food: 3/5  |  Service: 3/5  |  Atmosphere: 4/5Recommended dishesSalmon Sushi with Truffle Sauce,3.0,3.0,4.0,Recommended dishesSalmon Sushi with Truffle Sauce,Recommended dishesSalmon Sushi with Truffle Sauce,neutral
food is delicious! great service and very clean. only downside is that food is a bit expensive.,,,,food is delicious! great service and very clean. only downside is that food is a bit expensive.,The food is delicious! Great service and very clean. The only downside is that the food is a bit expensive.,positive
食物变得越来越小分 价格起了但Quality也跌了 🙂,,,,食物变得越来越小分 价格起了但Quality也跌了 🙂,Food is getting smaller and smaller and prices are rising but quality is falling too 🙂,negative
Food: 3/5  |  Service: 4/5  |  Atmosphere: 5/5,3.0,4.0,5.0,,This is not the case.,positive
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,,This is not the case.,positive
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,,This is not the case.,positive
Food is great! Service is even better!! Just feel relaxed to dine here. 5 stars!Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,Food is great! Service is even better!! Just feel relaxed to dine here. 5 stars!,Food is great! Service is even better!! Just feel relaxed to dine here. 5 stars!,positive
Wide selection of food. Fresh and yummy. Service was quick. Staff were friendly. Plenty of parking lots outside. Restaurant is clean and comfortable.Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,Wide selection of food. Fresh and yummy. Service was quick. Staff were friendly. Plenty of parking lots outside. Restaurant is clean and comfortable.,A wide selection of food. Fresh and delicious. Service was quick. Staff were friendly. Plenty of parking lots outside. Restaurant is clean and comfortable.,positive
Food: 3/5  |  Service: 4/5  |  Atmosphere: 4/5,3.0,4.0,4.0,,This is not the case.,neutral
食物好吃，环境良好Order type: …More,,,,食物好吃，环境良好Order type:,Food is good and the environment is good Order type:,positive
Food: 4/5  |  Service: 4/5  |  Atmosphere: 4/5,4.0,4.0,4.0,,This is not the case.,positive
Varyyyyyyy friendly staff... Keep up the good workFood: 4/5  |  Service: 5/5  |  Atmosphere: 5/5,4.0,5.0,5.0,Varyyyyyyy friendly staff... Keep up the good work,Various friendly staff... keep up the good work,positive
Authentic Japanese restaurantFood: 4/5  |  Service: 5/5  |  Atmosphere: 5/5,4.0,5.0,5.0,Authentic Japanese restaurant,Authentic Japanese restaurant,positive
Makanan Jepun di melakaFood: …More,,,,Makanan Jepun di melakaFood:,Japanese food in melakaFood:,neutral
One of the best Japanese food restaurant in town.,,,,One of the best Japanese food restaurant in town.,One of the best Japanese food restaurants in town.,positive
1.食物不充足(还没到6点菜单很多东西都完了)2.年轻人服务的积极度很低,,,,1.食物不充足(还没到6点菜单很多东西都完了)2.年轻人服务的积极度很低,(i) Food is not enough; (ii) many things are not finished before 6:00 a.m.) (ii) Young people are less enthusiastic about serving.,negative
料理長が凄くフレンドリーで楽しいです！刺身が旨い！カツ丼も旨い！サラダがデカイ！良い店です！Order type: …More,,,,料理長が凄くフレンドリーで楽しいです！刺身が旨い！カツ丼も旨い！サラダがデカイ！良い店です！Order type:,The chef is very friendly and fun! It's delicious! It's delicious! It's delicious! It's a great salad! It's a good store! Order type:,positive
Tasty Japanese cuisine.,,,,Tasty Japanese cuisine.,Tasty Japanese cuisine.,positive
"Ordered a saba set and was surprised to find so many fish bones. Service was good though. The person taking orders was patient and food was served pretty fast, except for a curry rice set.",,,,"Ordered a saba set and was surprised to find so many fish bones. Service was good though. The person taking orders was patient and food was served pretty fast, except for a curry rice set.","I ordered a saba set and was surprised to find so many fish bones. Service was good though. The person taking orders was patient and food was served pretty quickly, except for a curry rice set.",positive
不会让您失望的餐馆Order type: …More,,,,不会让您失望的餐馆Order type:,Orders of restaurants that won't disappoint you:,positive
"First time trying out this Japanese food after passing by this restaurant several times. No regrets. Huge variety of food choices, tasty and fresh. Staff also very courteous and attentive.5 stars rating for everything.Highly recommended especially if you want a break from eating local food for once.ParkingLots of spaces to park at night",,,,"First time trying out this Japanese food after passing by this restaurant several times. No regrets. Huge variety of food choices, tasty and fresh. Staff also very courteous and attentive.5 stars rating for everything.Highly recommended especially if you want a break from eating local food for once.ParkingLots of spaces to park at night","First time trying this Japanese food after passing by this restaurant several times. No regrets. Huge variety of food choices, tasty and fresh. Staff also very courteous and attentive.5 stars rating for everything.Highly recommended especially if you want a break from eating local food for once.ParkingLots of spaces to park at night",positive
"We went there on Sunday off hour 4 ++ pm .We are the only customer .The foods quality is good . I had a seafood soup . I would say this is better than Wa Zen Shu shi restaurant.BUT the ambience and service are way below Wa Zen.The stuffs here gave us a feeling they were force to work . No smile in the face, even the manager (I think).",,,,"We went there on Sunday off hour 4 ++ pm .We are the only customer .The foods quality is good . I had a seafood soup . I would say this is better than Wa Zen Shu shi restaurant.BUT the ambience and service are way below Wa Zen.The stuffs here gave us a feeling they were force to work . No smile in the face, even the manager (I think).","We went there on Sunday off 4 ++ pm .We are the only customer .The food quality is good .I had a seafood soup .I would say this is better than Wa Zen Shu shi restaurant.But the ambience and service are way below Wa Zen.The stuff here gave us a feeling they were forced to work . No smile on the face, even the manager (I think).",negative
Food is decently good but hygiene and service is sub par and should be improved especially sitting near the sushi bar .,,,,Food is decently good but hygiene and service is sub par and should be improved especially sitting near the sushi bar .,Food is decently good but hygiene and service are subpar and should be improved especially sitting near the sushi bar .,negative
"I've been coming here to eat for over 5 years now, and it's still the best Japanese restaurant in Melaka in my opinion.I've been to Japan 🇯🇵 and tried local Japanese food, and their food is close to or had surpassed the food over there in Japan.Quality of food is always well maintained  and served fast too. Waiting time for food usually is around 10 minutes to 15 minutes while it's not that crowded, which is why I love coming here.With Public Bank card you can always get a 10% discount, and this is one of my favorite perks.",,,,"I've been coming here to eat for over 5 years now, and it's still the best Japanese restaurant in Melaka in my opinion.I've been to Japan 🇯🇵 and tried local Japanese food, and their food is close to or had surpassed the food over there in Japan.Quality of food is always well maintained and served fast too. Waiting time for food usually is around 10 minutes to 15 minutes while it's not that crowded, which is why I love coming here.With Public Bank card you can always get a 10% discount, and this is one of my favorite perks.","I've been coming here to eat for over 5 years now, and it's still the best Japanese restaurant in Melaka in my opinion.I've been to Japan  and tried local Japanese food, and their food is close to or had surpassed the food there in Japan.The quality of food is always well maintained and served fast too. Waiting time for food is usually around 10 to 15 minutes while it's not that crowded, which is why I love coming here.With Public Bank card you can always get a 10% discount, and this is one of my favorite perks.",positive
Top Quality Japanese food.  I have eaten there a few times and it always seems one of the items in the order will be brought out late.  Prices on menu need to be larger.  Even with reading glasses the prices are hard to read.Dietary restrictionsLarge menu to selectParkingEasy to parkWheelchair accessibilityShouldnt be difficult to get in or out,,,,Top Quality Japanese food. I have eaten there a few times and it always seems one of the items in the order will be brought out late. Prices on menu need to be larger. Even with reading glasses the prices are hard to read.Dietary restrictionsLarge menu to selectParkingEasy to parkWheelchair accessibilityShouldnt be difficult to get in or out,Top quality Japanese food. I have eaten there a few times and it always seems that one of the items in the order will be brought out late. Prices on the menu need to be higher. Even with reading glasses the prices are hard to read.Dietary restrictionsLarge menu to selectParkingEasy to parkWheelchair accessibilityShouldn't be difficult to get in or out,negative
Nice Japanese restaurant in Melaka town..,,,,Nice Japanese restaurant in Melaka town..,Nice Japanese restaurant in Melaka town..,positive
这一次去的，汤比较不好喝。。可能今天失一点水准。。每次去都会点猪骨汤，因为真的很好喝。。Order type: …More,,,,这一次去的，汤比较不好喝。。可能今天失一点水准。。每次去都会点猪骨汤，因为真的很好喝。。Order type:,"This time, I didn't drink very well. I might lose a bit of grade today. Every time I go, I bite pig bones, because it's really good to drink. Order type:",negative
Order type: Meal type:,,,,Order type: Meal type:,Order type: Meal type:,neutral
Away from busy Melaka city so need to take taxi there. Spacious & nice service,,,,Away from busy Melaka city so need to take taxi there. Spacious & nice service,Away from busy Melaka city so need to take a taxi there.,neutral
ParkingGood,,,,ParkingGood,Parking Good,positive
Variety and delicious food served here with reasonable price. Place was very clean and comfortable.,,,,Variety and delicious food served here with reasonable price. Place was very clean and comfortable.,Variety and delicious food were served here at a reasonable price.,positive
"Worth for £, good ambient, food is good.",,,,"Worth for £, good ambient, food is good.","It's worth £, good ambiance, food is good.",positive
Sushi rolls are not freshly served .very disappointed ☹️ and foods serve just within range only. Not a good recommendation. Thanks overall,,,,Sushi rolls are not freshly served .very disappointed ☹️ and foods serve just within range only. Not a good recommendation. Thanks overall,Sushi rolls are not served fresh. very disappointed ️ and foods serve only within range. Not a good recommendation. Thanks overall,negative
"It was lively and bustling. They forgot my gyoza and the kitchen appeared with it when I was paying and already told them to cancel since we finished. It was fine to just tell us they forgot. The meal was generously portioned. The kare pork loin was incredibly tasty - crisp on the outside, succulent and no tendons inside. Salmon teriyaki had crispy skin. Well-priced for the quality & quantity. Good job!",,,,"It was lively and bustling. They forgot my gyoza and the kitchen appeared with it when I was paying and already told them to cancel since we finished. It was fine to just tell us they forgot. The meal was generously portioned. The kare pork loin was incredibly tasty - crisp on the outside, succulent and no tendons inside. Salmon teriyaki had crispy skin. Well-priced for the quality & quantity. Good job!","It was lively and bustling. They forgot my gyoza and the kitchen appeared with it when I was paying and already told them to cancel since we finished. It was fine to just tell us they forgot. The meal was generously portioned. The kare pork loin was incredibly tasty - crisp on the outside, succulent and no tendons inside. Salmon teriyaki had crispy skin. Well priced for quality & quantity. Good job!",positive
Good food!,,,,Good food!,Good food!,positive
Quite costly but that goes with the good food and ambience.,,,,Quite costly but that goes with the good food and ambience.,Quite expensive but that goes with the good food and atmosphere.,positive
Kinda not worth the price. But it's good food.,,,,Kinda not worth the price. But it's good food.,"Kind of not worth the price, but it's good food.",positive
"Love the place. The freshest sashimi in town. The ambience was great. Was our second visit in a month. First visit we could see that they sanitized every table after the customer left. This gave us reassurance to come back the second time. However we did not see this practice anymore during the second visit. MANAGEMENT, hope you can continue the sanitizing practise.The food was superb. Go for it if you love Japanese. Some items on the menu are not found in other places. Do take note the price is on a very high side. Took us more than RM1k for both visits in total. Overall a great place to experience fresh Japanese on special occasions. Not for your daily meals.",,,,"Love the place. The freshest sashimi in town. The ambience was great. Was our second visit in a month. First visit we could see that they sanitized every table after the customer left. This gave us reassurance to come back the second time. However we did not see this practice anymore during the second visit. MANAGEMENT, hope you can continue the sanitizing practise.The food was superb. Go for it if you love Japanese. Some items on the menu are not found in other places. Do take note the price is on a very high side. Took us more than RM1k for both visits in total. Overall a great place to experience fresh Japanese on special occasions. Not for your daily meals.","Love the place. The freshest sashimi in town. The ambiance was great. It was our second visit in a month. The first visit we could see that they sanitized every table after the customer left. This gave us reassurance to come back the second time. However, we did not see this practice anymore during the second visit. MANAGEMENT, hope you can continue the sanitizing practice. The food was superb. Go for it if you love Japanese. Some items on the menu are not found elsewhere. Take note that the price is on a very high side. It took us more than RM1k for both visits in total. Overall a great place to experience fresh Japanese on special occasions. Not for your daily meals.",positive
Food: 🧡🧡🧡Portion:🐤Service:🐇🐇Environment:⛩⛩⛩👥👥Price:🎩🎩🎩🎩🎩🎩Foods are okA little bit over pricedService is good and fastUni(sea urchin) just so so.Conclusion :Slightly overpriced japanese restaurantBut the standard is there,,,,Food: 🧡🧡🧡Portion:🐤Service:🐇🐇Environment:⛩⛩⛩👥👥Price:🎩🎩🎩🎩🎩🎩Foods are okA little bit over pricedService is good and fastUni(sea urchin) just so so.Conclusion :Slightly overpriced japanese restaurantBut the standard is there,Food: Portion: Service: Environment: Price: Food is okA little overpricedService is good and fastUni(sea urchin) just so.Conclusion: Little overpriced Japanese restaurantBut the standard is there,positive
Food is nice but the service need to be improve,,,,Food is nice but the service need to be improve,The food is nice but the service needs to be improved,positive
"Price 3/5Ambient 4/5Service 5/5Food 3/5Being pampered with edo Ichi Penang standard, decided to try Ichi zen Melaka. But the food was not comparable.Fried chicken and unagi is disappointing.The rest is normal to fine.Sadly I have to say, wazen is the best in Melaka town with the best experience.",3.0,5.0,,"Price 3/5Ambient 4/5Being pampered with edo Ichi Penang standard, decided to try Ichi zen Melaka. But the food was not comparable.Fried chicken and unagi is disappointing.The rest is normal to fine.Sadly I have to say, wazen is the best in Melaka town with the best experience.","Price 3/5Environment 4/5Being pampered with Edo Ichi Penang standard, decided to try Ichi Zen Melaka. But the food was not comparable.Fried chicken and unagi is disappointing.The rest is normal to fine.Sadly I have to say, wazen is the best in Melaka town with the best experience.",negative
Second best japanese cuisine place in melaka,,,,Second best japanese cuisine place in melaka,Second best Japanese cuisine place in Melaka,positive
"Im a regular patron  .. Price has increased up to estimately 15-30% for their menu  items. whole load of madness for Malacca market . I believe you can get better portion , quality and value for money from Wazen , Fugo Ryori. This place is starting to be a rip off ... You may want to consider your options , better off going to other japanese chain .",,,,"Im a regular patron .. Price has increased up to estimately 15-30% for their menu items. whole load of madness for Malacca market . I believe you can get better portion , quality and value for money from Wazen , Fugo Ryori. This place is starting to be a rip off ... You may want to consider your options , better off going to other japanese chain .","I am a regular patron ... the price has risen to an estimated 15-30% for their menu items ... whole load of madness for the Malacca market ... I believe you can get better portion , quality and value for money from Wazen , Fugo Ryori ... this place is starting to be a rip off ... you might want to consider your options , better off going to another Japanese chain .",negative
"The only high end sushi restaurant in Melaka Town, with reasonable price.",,,,"The only high end sushi restaurant in Melaka Town, with reasonable price.","The only high-end sushi restaurant in Melaka Town, with reasonable price.",positive
Probably one of the better Japanese restaurant at melaka .,,,,Probably one of the better Japanese restaurant at melaka .,Probably one of the better Japanese restaurants at Melaka .,positive
Enjoyed lunch here.,,,,Enjoyed lunch here.,Enjoyed lunch here.,positive
Awesome 👍,,,,Awesome 👍,Awesome 👍,positive
The food so so . And the place not clean,,,,The food so so . And the place not clean,"The food is so good , and the place is not clean .",negative
Must go before lunch time else full.Mainly ladies diners..,,,,Must go before lunch time else full.Mainly ladies diners..,I have to go before lunch time. Mainly ladies diners..,neutral
Food is good and service is fast.,,,,Food is good and service is fast.,Food is good and service is fast.,positive
"The sushi is lacklustre and looks unappealing. The salmons are not fresh and the sushi tested generic. Curry pork rice is just meh. The pork is a bit tasteless that could use a little more seasoning.Places is nice and comfy but food doesn’t live up to the standard, do have to admit that the price is slightly cheaper but still not worth it for the food you’re getting.",,,,"The sushi is lacklustre and looks unappealing. The salmons are not fresh and the sushi tested generic. Curry pork rice is just meh. The pork is a bit tasteless that could use a little more seasoning.Places is nice and comfy but food doesn’t live up to the standard, do have to admit that the price is slightly cheaper but still not worth it for the food you’re getting.","The sushi is lacklustre and looks unattractive. The salmon are not fresh and the sushi tested generic. Curry pork rice is just meh. The pork is a bit tasteless that could use a little more seasoning. Places are nice and comfortable but the food doesn't live up to the standard, have to admit that the price is slightly cheaper but still not worth it for the food you're getting.",negative
Order type: Meal type:,,,,Order type: Meal type:,Order type: Meal type:,neutral
Good service,,,,Good service,Good service .,positive
Order type: Meal type:,,,,Order type: Meal type:,Order type: Meal type:,neutral
"Extensive menu, good ambience and reasonable pricing",,,,"Extensive menu, good ambience and reasonable pricing","Extensive menu, good atmosphere and reasonable pricing",positive
"Do not order delivery from this restaurant, terrible portion and lack effort to make it at least presentable.Ate there before and its ok.unagi roll and chinmi santen mori in the picture.",,,,"Do not order delivery from this restaurant, terrible portion and lack effort to make it at least presentable.Ate there before and its ok.unagi roll and chinmi santen mori in the picture.","Don't order delivery from this restaurant, terrible portion and lack of effort to make it at least presentable.Ate there before and its ok.unagi roll and chinmi santen mori in the picture.",negative
Friendly staff and great service. Average Price range.,,,,Friendly staff and great service. Average Price range.,Friendly staff and great service.,positive
Quality Japanese Food...,,,,Quality Japanese Food...,Quality Japanese food...,positive
高档日本餐厅 食物好吃,,,,高档日本餐厅 食物好吃,"High-end Japanese restaurants, good food",positive
"Price can compared to Fugo Ryori. Ambiance is comfortable and wide and staff is very polite in servings. Ordered wasabi grilled beef , not bad but a little less. Since lunch time, then ordered their lunch ramen set with tempura sides. The ramen soup is flavorful pork bone  taste with nice marinated charsiew(roasted pork). Tempura is crispy and well-fried.",,,,"Price can compared to Fugo Ryori. Ambiance is comfortable and wide and staff is very polite in servings. Ordered wasabi grilled beef , not bad but a little less. Since lunch time, then ordered their lunch ramen set with tempura sides. The ramen soup is flavorful pork bone taste with nice marinated charsiew(roasted pork). Tempura is crispy and well-fried.","Price can be compared to Fugo Ryori. Ambiance is comfortable and wide and staff is very polite in serving. Ordered wasabi grilled beef, not bad but a little less. Since lunch time, then ordered their lunch ramen set with tempura sides. The ramen soup is flavorful pork bone taste with nice marinated charsiew(roasted pork). Tempura is crispy and well fried.",positive
okok,,,,okok,ook,neutral
Delicious food and reasonable price. Recommended to those Japanese foods lover,,,,Delicious food and reasonable price. Recommended to those Japanese foods lover,Delicious food and reasonable price.,positive
Order type: Meal type:,,,,Order type: Meal type:,Order type: Meal type:,neutral
Order type: Meal type:,,,,Order type: Meal type:,Order type: Meal type:,neutral
"The food is very nice, I forgot what I ordered but it is super nice. The chicken is very smooth. It is so special. The price is a bit pricey but the food and the portion deserve it. Good service👍🏼rmb to reserve before dine in.",,,,"The food is very nice, I forgot what I ordered but it is super nice. The chicken is very smooth. It is so special. The price is a bit pricey but the food and the portion deserve it. Good service👍🏼rmb to reserve before dine in.","The food is very nice, I forgot what I ordered but it is super nice. The chicken is very smooth. It is so special. The price is a bit expensive but the food and the portion deserve it. Good service👍🏼rmb to reserve before dinner in.",positive
Great place for japanese food lovers.,,,,Great place for japanese food lovers.,Great place for Japanese food lovers.,positive
Nice food and good service,,,,Nice food and good service,Nice food and good service.,positive
My 2nd fav RESTAURANT on MELAKA,,,,My 2nd fav RESTAURANT on MELAKA,My second favorite restaurant on Melaka .,positive
"Helpful staff, good food, worth the price.",,,,"Helpful staff, good food, worth the price.","Helpful staff, good food, worth the price.",positive
Good food& svc too,,,,Good food& svc too,Good food and stuff too.,positive
Bad service. I placed and paid for my order at 1.04pm. Guess what? I have to wait in my car until 2.02pm for my takeaway ! What a lousy service,,,,Bad service. I placed and paid for my order at 1.04pm. Guess what? I have to wait in my car until 2.02pm for my takeaway ! What a lousy service,Bad service. I placed and paid for my order at 1:04pm. guess what? I have to wait in my car until 2:02pm for my takeaway! What a lousy service!,negative
"I had takeways. Even though the order wasnt much, the waiter was friendly. Sushi was fresh and price was affordable. Not to mention, the place was clean and followed proper SOP",,,,"I had takeways. Even though the order wasnt much, the waiter was friendly. Sushi was fresh and price was affordable. Not to mention, the place was clean and followed proper SOP","Even though the order was not much, the waiter was friendly, sushi was fresh and the price was affordable, not to mention, the place was clean and followed proper SOP",positive
非常开心 可以在父亲节 让爸爸享用到那么美味日本料理 。也庆幸我提早点单，真的太多人。吓得我赶紧点单后上车。还好看到店员都有进行消毒措施，才放心。下次还会在订购的。加油Ichi Zen 继续保持良好,,,,非常开心 可以在父亲节 让爸爸享用到那么美味日本料理 。也庆幸我提早点单，真的太多人。吓得我赶紧点单后上车。还好看到店员都有进行消毒措施，才放心。下次还会在订购的。加油Ichi Zen 继续保持良好,"It's so nice to be able to get Dad to enjoy such delicious Japanese food on Father's Day. It's also nice that I ordered early, too many people. It's scary that I rushed to the car after ordering.",positive
在马六甲非常不错的日本餐大❤️,,,,在马六甲非常不错的日本餐大❤️,Japanese food is very good in Malayalam❤️,positive
Good ambience but average food. Not much choice in Melaka. It’s still considered not bad in Melaka.,,,,Good ambience but average food. Not much choice in Melaka. It’s still considered not bad in Melaka.,Good atmosphere but average food. Not much choice in Melaka. It's still considered not bad in Melaka.,neutral
The service is very good and the food is fresh!  So happy to forget to take pictures😅,,,,The service is very good and the food is fresh! So happy to forget to take pictures😅,The service is very good and the food is fresh! So happy to forget to take pictures😅,positive
Good guest service and food is fresh,,,,Good guest service and food is fresh,Good guest service and fresh food,positive
"A very clean restaurant, following SOP. Staff are courteous. Food is good...",,,,"A very clean restaurant, following SOP. Staff are courteous. Food is good...","A very clean restaurant, following SOP, staff are courteous, food is good...",positive
食物，环境都不错,,,,食物，环境都不错,Food and environment are good.,positive
Still the best Sushi restaurant in Melaka,,,,Still the best Sushi restaurant in Melaka,Still the best sushi restaurant in Melaka,positive
Salmon belly sold here among the best I've tasted. Worth to order of you're into shashimi...,,,,Salmon belly sold here among the best I've tasted. Worth to order of you're into shashimi...,Salmon belly sold here among the best I've tasted.,positive
"Well designed & good renovation.Comfortable for Japanese food dining.Although a bit expensive, the food portion is more than enough to filled your stomach.",,,,"Well designed & good renovation.Comfortable for Japanese food dining.Although a bit expensive, the food portion is more than enough to filled your stomach.","Well designed & good renovation.Comfortable for Japanese food dining.Although a bit expensive, the food portion is more than enough to fill your stomach.",positive
"Overall is good in term of food quality, pricing and service. Most importantly, the shashimi is fresh. The salmon belly was so good.",,,,"Overall is good in term of food quality, pricing and service. Most importantly, the shashimi is fresh. The salmon belly was so good.","Overall is good in terms of food quality, pricing and service. Most importantly, the shashimi is fresh. The salmon belly was so good.",positive
Sashimi is fresh and thick! Price is reasonable. They have lunch set and that makes it more worth. Their last call for lunch is 2:15pm and closing at 2:30pm.,,,,Sashimi is fresh and thick! Price is reasonable. They have lunch set and that makes it more worth. Their last call for lunch is 2:15pm and closing at 2:30pm.,Sashimi is fresh and thick! Price is reasonable. They have lunch set and that makes it more valuable. Their last call for lunch is 2:15pm and closing at 2:30pm.,positive
"I love this place very much, food nice, deco nice, and the most important is they have lunch set with special price. RM 18.90 for a set with 2 main dishes. Use public bank card to pay can get more 10% discount. It's worth having lunch there.",,,,"I love this place very much, food nice, deco nice, and the most important is they have lunch set with special price. RM 18.90 for a set with 2 main dishes. Use public bank card to pay can get more 10% discount. It's worth having lunch there.","I love this place very much, nice food, deco nice, and the most important thing is they have lunch set with special price. RM 18.90 for a set with 2 main dishes. Use public bank card to pay can get more 10% discount. It's worth having lunch there.",positive
This wanfun canpon is good.. this is a must. will come again next time,,,,This wanfun canpon is good.. this is a must. will come again next time,This fancy canpon is good... this is a must. Will come again next time,positive
Excellent service and generous portions of quality ingredients. Will return.,,,,Excellent service and generous portions of quality ingredients. Will return.,Excellent service and generous portions of quality ingredients.,positive
Bad experienced. Not flexible at all. Noncense.,,,,Bad experienced. Not flexible at all. Noncense.,"Bad experience, not flexible at all.",negative
Mesti sedap makanan kat sini.selalu saya datang ramai jer org,,,,Mesti sedap makanan kat sini.selalu saya datang ramai jer org,The food must be good here. I've always been crowded.,positive
"Horrible experience here, first time, cockroaches crawling on the walls, second time, services was horrible, basically ignoring us the whole time. Don't ever come here as a big group, honestly not worth at all. One star for the only staff who actually bothered giving us the menu, the others especially the ""captains"" can just be demoted or fired.",,,,"Horrible experience here, first time, cockroaches crawling on the walls, second time, services was horrible, basically ignoring us the whole time. Don't ever come here as a big group, honestly not worth at all. One star for the only staff who actually bothered giving us the menu, the others especially the ""captains"" can just be demoted or fired.","Horrible experience here, first time, cockroaches crawling on the walls, second time, services were horrible, basically ignoring us all the time. Never come here as a big group, honestly not worth at all. One star for the only staff who actually bothered to give us the menu, the others especially the ""captains"" can just be demoted or fired.",negative
Service: 5/5Food: 4/5Price: Above averageEnvironment: 4/5Cleanliness: 5/5,4.0,5.0,,Price: Above averageEnvironment: 4/5Cleanliness: 5/5,Price: above averageEnvironment: 4/5 Cleanliness: 5/5,positive
Variety of delicious & presentable Japanese cuisine,,,,Variety of delicious & presentable Japanese cuisine,Variety of delicious & presentable Japanese cuisine,positive
"If you guys come here, you Must try the ramen. So good! Portion is big and the taste is Bomb. Had the salmon sushi with truffle sauce, was insanely good! will definitely come here again",,,,"If you guys come here, you Must try the ramen. So good! Portion is big and the taste is Bomb. Had the salmon sushi with truffle sauce, was insanely good! will definitely come here again","If you guys come here, you must try the ramen. so good! portion is big and the taste is Bomb. had the salmon sushi with truffle sauce, was insanely good! will definitely come here again",positive
